Date,Open,High,Low,Close,Volume
2024-03-21,114.07,116.2,112.2,114.49,1271268
2024-03-22,114.84,115.98,112.71,114.36,1355773
2024-03-25,114.58,115.93,112.63,113.87,1428718
2024-03-26,113.76,116.07,112.71,114.25,1489200
2024-03-27,113.92,116.22,112.41,114.36,1536508
2024-03-28,114.1,115.55,111.9,113.71,1570139
2024-03-29,113.77,114.79,111.87,113.77,1589801
2024-04-01,114.09,115.72,112.33,114.06,1595422
2024-04-02,114.35,116.25,112.07,113.44,1587149
2024-04-03,113.43,115.13,112.2,113.11,1565344
2024-04-04,112.82,114.58,111.42,113.46,1530581
2024-04-05,113.15,114.5,111.28,113.03,1483638
2024-04-08,112.99,114.81,110.48,112.38,1425481
2024-04-09,112.65,114.5,110.8,112.6,1357252
2024-04-10,112.94,114.37,110.95,112.44,1280248
2024-04-11,112.53,113.56,110.59,111.62,1195907
2024-04-12,111.38,113.22,110.12,111.57,1105777
2024-04-15,111.23,113.56,109.56,111.66,1011501
2024-04-16,111.52,113.21,108.97,110.85,914782
2024-04-17,111.05,112.15,108.62,110.47,667636
2024-04-18,110.82,112.19,109.09,110.69,793998
2024-04-19,110.87,112.69,108.91,110.07,917567
2024-04-22,109.92,111.77,108.26,109.39,1036649
2024-04-23,109.04,111.0,107.48,109.58,1149619
2024-04-24,109.35,110.41,107.12,108.97,1254949
2024-04-25,109.08,110.73,105.93,107.81,1351229
2024-04-26,108.15,110.05,105.82,107.51,1437190
2024-04-29,107.77,109.44,105.91,107.21,1511726
2024-04-30,107.15,108.24,105.08,106.07,1573908
2024-05-01,105.75,107.14,104.03,105.49,1622998
2024-05-02,105.2,107.25,103.42,105.41,1658466
2024-05-03,105.42,107.27,102.57,104.47,1679991
2024-05-06,104.78,106.18,101.85,103.62,1687473
2024-05-07,103.93,105.0,102.18,103.6,1681027
2024-05-08,103.64,105.3,102.04,103.0,1660990
2024-05-09,102.73,104.63,100.64,101.98,1627907
2024-05-10,101.64,103.52,99.93,101.85,1582529
2024-05-13,101.77,102.84,99.72,101.61,1525798
2024-05-14,101.85,103.26,98.77,100.6,1173834
2024-05-15,100.95,102.79,98.72,100.26,1097916
2024-05-16,100.39,102.23,99.22,100.31,1014461
2024-05-17,100.11,101.5,98.29,99.49,925007
2024-05-20,99.15,100.23,97.28,98.9,831184
2024-05-21,98.73,100.77,96.86,99.1,734690
2024-05-22,99.25,101.15,96.75,98.62,742736
2024-05-23,98.97,100.63,96.22,97.86,869339
2024-05-24,98.08,99.13,96.79,98.02,993378
2024-05-27,97.91,99.35,96.84,97.94,1113150
2024-05-28,97.6,99.44,95.64,97.16,1227022
2024-05-29,96.9,98.97,95.09,97.14,1333450
2024-05-30,97.21,98.78,95.31,97.4,1431007
2024-05-31,97.72,98.82,95.06,96.79,1518406
2024-06-03,97.07,98.76,95.17,96.53,1594516
2024-06-04,96.52,98.88,95.59,96.98,1658384
2024-06-05,96.68,98.34,95.28,96.69,1709248
2024-06-06,96.38,97.42,94.49,96.24,1746547
2024-06-07,96.21,98.14,94.31,96.7,1769933
2024-06-10,96.98,98.83,95.0,96.8,1494277
2024-06-11,97.13,98.96,94.81,96.29,1489666
2024-06-12,96.37,97.96,95.35,96.6,1471406
2024-06-13,96.36,98.16,95.08,97.05,1440016
2024-06-14,96.7,98.4,94.97,96.64,1396220
2024-06-17,96.51,98.6,94.63,96.7,1340935
2024-06-18,96.91,99.01,95.06,97.37,1275259
2024-06-19,97.72,98.75,95.64,97.23,1200450
2024-06-20,97.41,98.85,95.9,97.06,1117910
2024-06-21,96.9,99.62,95.76,97.76,1029160
2024-06-24,97.42,99.79,95.84,97.98,935821
2024-06-25,97.76,99.11,95.82,97.67,839581
2024-06-26,97.78,99.35,95.9,98.22,817822
2024-06-27,98.56,100.48,96.88,98.77,944635
2024-06-28,99.02,100.92,97.2,98.49,1069113
2024-07-01,98.42,100.39,97.42,98.77,1189548
2024-07-02,98.45,100.55,96.98,99.54,1304294
2024-07-03,99.26,100.91,97.47,99.45,1411795
2024-07-04,99.47,101.33,97.54,99.44,1510607
2024-07-05,99.74,102.06,97.98,100.25,1314423
2024-07-08,100.56,101.89,99.03,100.45,1392090
2024-07-09,100.48,101.63,99.28,100.22,1457631
2024-07-10,99.94,102.59,98.6,100.88,1510258
2024-07-11,100.55,103.27,98.83,101.38,1549382
2024-07-12,101.3,102.91,99.19,101.09,1574628
2024-07-15,101.33,102.43,99.5,101.45,1585835
2024-07-16,101.79,103.63,100.26,102.16,1583063
2024-07-17,102.28,104.15,100.88,101.96,1566590
2024-07-18,101.76,103.78,100.55,101.98,1536905
2024-07-19,101.63,104.05,100.0,102.73,1494707
2024-07-22,102.56,103.93,100.69,102.76,1440889
2024-07-23,102.93,104.65,100.91,102.78,1376523
2024-07-24,103.13,105.58,101.5,103.68,1302848
2024-07-25,103.89,105.88,102.67,104.28,1221249
2024-07-26,104.16,105.14,103.08,104.15,1133233
2024-07-29,103.81,106.22,102.28,104.74,1040406
2024-07-30,104.49,107.41,102.66,105.54,944452
2024-07-31,105.61,107.4,103.53,105.42,892897
2024-08-01,105.75,107.05,103.9,105.63,734889
2024-08-02,105.91,107.66,104.56,106.48,859777
2024-08-05,106.46,108.26,105.53,106.53,980845
2024-08-06,106.22,108.28,104.82,106.39,1096438
2024-08-07,106.08,108.69,104.32,107.11,1204986
2024-08-08,107.08,108.35,105.18,107.39,1305030
2024-08-09,107.67,109.17,105.23,107.03,1395243
2024-08-12,107.36,109.32,105.89,107.45,1474450
2024-08-13,107.53,109.73,106.52,107.94,1541651
2024-08-14,107.7,108.99,106.26,107.54,1596030
2024-08-15,107.2,108.77,105.52,107.57,1636973
2024-08-16,107.45,109.89,105.56,108.15,1664075
2024-08-19,108.36,110.25,106.02,107.87,1677147
2024-08-20,108.22,109.79,105.94,107.53,1676219
2024-08-21,107.69,108.95,106.55,108.02,1661541
2024-08-22,107.85,109.48,106.7,107.96,1633574
2024-08-23,107.61,109.49,105.78,107.36,1592990
2024-08-26,107.15,109.38,105.3,107.6,1540656
2024-08-27,107.72,109.05,105.83,107.77,1477622
2024-08-28,108.12,109.33,105.56,107.24,1120107
2024-08-29,107.48,109.24,105.97,107.25,1039475
2024-08-30,107.18,109.6,106.17,107.71,952220
2024-09-02,107.38,108.94,105.8,107.27,859936
2024-09-03,106.99,107.92,105.13,106.92,764299
2024-09-04,106.95,108.89,105.05,107.36,682966
2024-09-05,107.67,109.55,105.41,107.17,810107
2024-09-06,107.47,109.25,105.14,106.55,935373
2024-09-09,106.57,108.06,105.64,106.8,1057045
