Date,Open,High,Low,Close,Volume
2024-10-09,124.6,126.02,122.65,124.45,529580
2024-10-10,124.11,125.86,122.42,125.03,635442
2024-10-11,124.68,127.11,123.32,125.64,752912
2024-10-14,125.33,127.12,124.07,124.97,867200
2024-10-15,124.73,126.52,123.54,124.87,976725
2024-10-16,124.72,126.56,123.14,125.45,1079982
2024-10-17,125.41,126.59,123.01,124.8,1175561
2024-10-18,124.87,126.56,122.29,124.04,1262175
2024-10-21,124.22,126.13,122.74,124.35,1091674
2024-10-22,124.62,126.03,122.82,123.86,1157067
2024-10-23,124.19,125.04,121.55,122.6,1210538
2024-10-24,122.95,124.43,120.96,122.44,1251454
2024-10-25,122.78,124.57,120.4,122.15,1279380
2024-10-28,122.43,124.07,118.87,120.65,1294083
2024-10-29,120.85,121.94,118.33,119.9,1295536
2024-10-30,119.99,121.18,118.53,119.7,1283920
2024-10-31,119.68,121.37,117.34,118.26,1259618
2024-11-01,118.12,119.89,115.55,116.93,1223213
2024-11-04,116.69,118.09,114.96,116.65,1175476
2024-11-05,116.35,117.21,113.68,115.48,1117354
2024-11-06,115.13,116.62,112.09,113.74,1049958
2024-11-07,113.4,115.19,111.9,113.2,974541
2024-11-08,112.89,114.52,111.57,112.39,892484
2024-11-11,112.16,113.24,109.27,110.53,805270
2024-11-12,110.39,111.6,107.97,109.59,714463
2024-11-13,109.57,111.27,107.32,109.12,621682
2024-11-14,109.21,110.98,105.71,107.43,699422
2024-11-15,107.63,109.01,104.68,106.1,570192
2024-11-18,106.39,107.26,104.84,105.8,684995
2024-11-19,106.14,107.64,103.43,104.55,795241
2024-11-20,104.9,106.7,101.44,102.98,899413
2024-11-21,103.3,104.92,100.89,102.67,996089
2024-11-22,102.93,103.99,100.21,101.98,1083962
2024-11-25,102.16,103.38,98.88,100.41,1161864
2024-11-26,100.48,102.19,98.83,99.93,1228783
2024-11-27,99.89,101.65,98.81,99.79,1283877
2024-11-28,99.64,101.01,97.08,98.51,1326489
2024-11-29,98.27,99.16,96.09,97.82,1356157
2024-12-02,97.5,99.6,95.71,98.09,1372621
2024-12-03,97.74,99.54,95.74,97.35,1375827
2024-12-04,97.01,98.62,95.28,96.52,1365928
2024-12-05,96.22,98.01,95.37,96.97,1343281
2024-12-06,96.75,98.15,95.43,96.91,1308442
2024-12-09,96.79,98.51,94.46,96.13,1262158
2024-12-10,96.12,98.31,94.32,96.55,1205354
2024-12-11,96.66,98.51,94.97,97.16,1139120
2024-12-12,97.37,98.28,95.31,96.67,817691
2024-12-13,96.96,98.49,96.05,96.94,736432
2024-12-16,97.28,99.84,96.08,98.04,649814
2024-12-17,98.39,99.99,96.49,98.07,559391
2024-12-18,98.39,99.42,96.4,98.18,466778
2024-12-19,98.44,100.78,96.7,99.53,516378
2024-12-20,99.69,101.92,98.22,100.2,634421
2024-12-23,100.25,102.02,99.22,100.27,749710
2024-12-24,100.21,102.92,99.14,101.58,860650
2024-12-25,101.41,103.8,99.92,102.87,965713
2024-12-26,102.61,104.62,100.85,103.09,1063461
2024-12-27,102.76,105.97,100.98,104.17,1152573
2024-12-30,103.82,107.49,102.25,105.89,1231861
2024-12-31,105.56,107.47,104.39,106.46,1300290
2025-01-01,106.17,108.5,105.25,107.23,1356995
2025-01-02,107.03,110.84,105.64,109.12,1401295
2025-01-03,109.01,111.89,107.31,110.14,1432701
2025-01-06,110.15,111.99,108.35,110.66,1450925
2025-01-07,110.79,113.35,109.14,112.4,1455887
2025-01-08,112.63,115.42,111.33,113.87,1200711
2025-01-09,114.17,116.09,113.35,114.29,1179728
2025-01-10,114.64,117.23,113.37,115.64,1146469
2025-01-13,115.99,118.4,114.36,117.4,1101655
2025-01-14,117.72,119.2,115.92,117.91,1046188
2025-01-15,118.16,120.48,116.44,118.75,981137
2025-01-16,118.9,122.27,117.48,120.53,907720
2025-01-17,120.57,122.58,119.61,121.27,827285
2025-01-20,121.19,122.57,120.05,121.61,741291
2025-01-21,121.42,124.68,119.88,123.12,651281
2025-01-22,122.84,125.91,121.07,124.11,558864
2025-01-23,123.78,125.68,122.02,124.11,580315
2025-01-24,123.76,126.06,122.24,125.08,698600
2025-01-27,124.75,127.53,123.65,126.23,814348
