Date,Open,High,Low,Close,Volume
2024-05-29,97.65,100.44,95.94,98.71,1399869
2024-05-30,98.4,100.96,96.6,99.68,1490840
2024-05-31,99.33,101.02,97.7,100.02,1572217
2024-06-03,99.67,102.14,98.41,100.56,1642932
2024-06-04,100.26,103.35,99.44,101.55,1702085
2024-06-05,101.32,103.53,100.02,101.98,1748956
2024-06-06,101.86,103.2,100.2,102.26,1783016
2024-06-07,102.25,104.45,100.45,103.12,1803937
2024-06-10,103.23,105.43,101.53,103.68,1564595
2024-06-11,103.89,105.61,102.39,103.77,1559073
2024-06-12,104.05,105.63,103.14,104.37,1540661
2024-06-13,104.71,106.03,103.54,105.02,1509848
2024-06-14,105.37,106.96,103.45,105.02,1467318
2024-06-17,105.34,107.14,103.51,105.29,1413939
2024-06-18,105.55,107.46,103.8,105.92,1350745
2024-06-19,106.09,107.02,104.46,105.95,1278925
2024-06-20,106.01,107.35,104.83,105.89,1199804
2024-06-21,105.83,108.14,104.8,106.39,1114818
2024-06-24,106.22,108.21,104.75,106.49,1025497
2024-06-25,106.23,107.48,104.44,106.18,933438
2024-06-26,105.86,107.46,104.08,106.43,911721
2024-06-27,106.08,108.22,104.49,106.62,1030322
2024-06-28,106.28,108.08,104.99,106.18,1146718
2024-07-01,105.89,107.62,105.0,106.1,1259295
2024-07-02,105.89,107.22,104.53,106.32,1366500
2024-07-03,106.21,107.57,104.2,105.89,1466862
2024-07-04,105.9,107.66,103.7,105.5,1559018
2024-07-05,105.62,107.34,103.95,105.63,1394732
2024-07-08,105.85,107.09,104.0,105.32,1466918
2024-07-09,105.61,106.66,103.84,104.69,1527652
2024-07-10,105.03,106.64,103.4,104.64,1576188
2024-07-11,104.99,106.79,102.86,104.47,1611972
2024-07-12,104.79,106.3,101.95,103.75,1634649
2024-07-15,104.0,104.89,101.73,103.46,1644067
2024-07-16,103.61,104.99,101.98,103.41,1640282
2024-07-17,103.45,105.22,101.75,102.74,1623557
2024-07-18,102.67,104.37,101.1,102.21,1594355
2024-07-19,102.03,103.42,100.5,102.2,1553335
2024-07-22,101.93,103.0,99.94,101.71,1501339
2024-07-23,101.38,103.0,99.24,101.01,1439383
2024-07-24,100.66,102.74,99.12,100.94,1368635
2024-07-25,100.61,102.19,99.49,100.69,1290402
2024-07-26,100.41,101.28,98.99,99.96,1206109
2024-07-29,99.77,101.15,98.34,99.76,1117272
2024-07-30,99.67,101.52,97.95,99.75,1025483
2024-07-31,99.77,101.47,97.34,99.14,975625
2024-08-01,99.27,100.48,97.17,98.79,847396
2024-08-02,99.02,100.11,97.68,98.93,964178
2024-08-05,99.24,100.88,97.74,98.57,1077353
2024-08-06,98.92,100.71,96.82,98.13,1185358
2024-08-07,98.47,99.96,96.67,98.33,1286709
2024-08-08,98.64,99.49,96.49,98.29,1380028
2024-08-09,98.52,99.93,96.16,97.85,1464062
2024-08-12,97.99,99.79,96.62,98.02,1537703
2024-08-13,98.04,99.98,97.13,98.29,1600003
2024-08-14,98.2,99.39,96.82,98.0,1650195
2024-08-15,97.81,99.17,96.23,98.08,1687696
2024-08-16,97.8,100.23,96.01,98.59,1712126
2024-08-19,98.26,100.36,96.51,98.57,1723305
2024-08-20,98.22,100.04,96.73,98.56,1721263
2024-08-21,98.24,100.03,97.19,99.19,1706233
2024-08-22,98.92,100.92,97.88,99.51,1678653
2024-08-23,99.32,101.28,97.84,99.5,1639157
2024-08-26,99.42,101.8,97.68,100.12,1588564
2024-08-27,100.16,101.93,98.38,100.76,1527865
2024-08-28,100.91,102.03,99.28,100.86,1211212
2024-08-29,101.1,103.04,99.92,101.38,1133893
2024-08-30,101.7,104.05,100.79,102.27,1050319
2024-09-02,102.61,104.07,101.2,102.57,961995
2024-09-03,102.91,103.8,101.22,102.98,870504
2024-09-04,103.28,105.39,101.48,103.96,792524
2024-09-05,104.19,106.33,102.53,104.54,911434
2024-09-06,104.67,106.54,103.36,104.86,1028575
2024-09-09,104.87,106.97,104.04,105.81,1142320
2024-09-10,105.71,107.79,104.46,106.66,1251098
2024-09-11,106.45,108.64,104.83,106.98,1353415
2024-09-12,106.69,109.55,104.89,107.77,1447875
2024-09-13,107.43,110.25,105.71,108.8,1533209
2024-09-16,108.45,110.02,107.02,109.22,1608287
2024-09-17,108.89,111.23,107.92,109.79,1672141
2024-09-18,109.53,112.66,108.41,110.87,1723978
2024-09-19,110.7,113.12,109.17,111.45,1763190
2024-09-20,111.4,112.97,109.63,111.83,1789370
2024-09-23,111.89,113.95,110.12,112.8,1802311
2024-09-24,112.97,115.23,111.44,113.56,1555014
2024-09-25,113.82,115.6,112.69,113.81,1541688
2024-09-26,114.13,115.99,113.15,114.55,1515742
2024-09-27,114.9,116.23,113.47,115.42,1477784
2024-09-30,115.75,117.21,113.91,115.64,1428610
2024-10-01,115.93,117.87,114.13,116.08,1369190
2024-10-02,116.29,118.6,114.67,116.94,1300654
2024-10-03,117.05,118.35,115.8,117.22,1224274
2024-10-04,117.21,118.53,116.37,117.37,1141445
2024-10-07,117.24,119.76,115.93,118.08,1053662
2024-10-08,117.86,120.25,116.19,118.47,962499
2024-10-09,118.17,119.81,116.37,118.39,869580
2024-10-10,118.04,119.66,116.35,118.83,975442
2024-10-11,118.48,120.76,117.12,119.29,1092912
2024-10-14,118.98,120.9,118.07,119.11,1207200
2024-10-15,118.86,120.86,117.67,119.21,1316725
2024-10-16,119.06,120.77,117.48,119.66,1419982
2024-10-17,119.62,120.8,117.7,119.49,1515561
2024-10-18,119.57,121.25,117.52,119.26,1602175
2024-10-21,119.45,121.36,117.97,119.59,1431674
2024-10-22,119.86,121.27,118.46,119.5,1497067
2024-10-23,119.83,120.68,117.98,119.03,1550538
2024-10-24,119.38,120.86,117.63,119.12,1591454
2024-10-25,119.45,121.24,117.39,119.14,1619380
2024-10-28,119.42,121.06,116.77,118.55,1634083
2024-10-29,118.75,119.84,116.77,118.34,1635536
2024-10-30,118.43,119.62,117.24,118.42,1623920
2024-10-31,118.39,120.08,116.94,117.86,1599618
2024-11-01,117.72,119.49,115.98,117.36,1563213
2024-11-04,117.12,118.79,115.42,117.39,1515476
2024-11-05,117.09,117.95,115.18,116.98,1457354
2024-11-06,116.63,118.12,114.62,116.27,1389958
2024-11-07,115.93,117.97,114.63,116.17,1314541
2024-11-08,115.87,117.57,115.04,115.94,1232484
2024-11-11,115.71,116.78,113.92,115.17,1145270
2024-11-12,115.04,116.25,113.25,114.87,1054463
2024-11-13,114.85,116.55,113.01,114.81,961682
2024-11-14,114.9,116.67,112.41,114.13,1039422
2024-11-15,114.33,115.71,112.21,113.63,910192
2024-11-18,113.91,114.79,112.68,113.65,1024995
2024-11-19,113.98,115.49,112.06,113.19,1135241
2024-11-20,113.54,115.33,111.02,112.56,1239413
2024-11-21,112.89,114.51,110.8,112.57,1336089
2024-11-22,112.84,113.9,110.62,112.39,1423962
2024-11-25,112.57,113.79,110.23,111.76,1501864
2024-11-26,111.83,113.54,110.58,111.68,1568783
2024-11-27,111.64,113.54,110.65,111.77,1623877
2024-11-28,111.62,112.99,109.85,111.28,1666489
2024-11-29,111.03,111.98,109.31,111.09,1696157
2024-12-02,110.77,112.89,108.98,111.38,1712621
2024-12-03,111.03,112.96,109.42,111.16,1715827
2024-12-04,110.82,112.5,109.58,110.88,1705928
2024-12-05,110.59,112.3,109.74,111.26,1683281
2024-12-06,111.04,112.62,109.72,111.38,1648442
2024-12-09,111.26,112.97,109.46,111.12,1602158
2024-12-10,111.12,113.24,109.32,111.48,1545354
2024-12-11,111.59,113.28,109.9,111.92,1479120
2024-12-12,112.13,113.05,110.45,111.81,1157691
2024-12-13,112.1,113.63,111.19,112.08,1076432
2024-12-16,112.42,114.57,111.22,112.77,989814
2024-12-17,113.12,114.72,111.32,112.91,899391
2024-12-18,113.23,114.26,111.31,113.09,806778
2024-12-19,113.35,115.15,111.61,113.9,856378
2024-12-20,114.06,116.08,112.59,114.36,974421
2024-12-23,114.41,116.27,113.38,114.51,1089710
2024-12-24,114.45,116.64,113.39,115.3,1200650
2024-12-25,115.13,117.0,113.64,116.07,1305713
2024-12-26,115.81,117.83,114.05,116.29,1403461
2024-12-27,115.97,118.76,114.19,116.96,1492573
2024-12-30,116.61,119.54,115.04,117.94,1571861
2024-12-31,117.61,119.35,116.44,118.34,1640290
2025-01-01,118.05,120.12,117.13,118.85,1696995
2025-01-02,118.64,121.64,117.26,119.91,1741295
2025-01-03,119.81,122.29,118.11,120.54,1772701
2025-01-06,120.56,122.25,118.76,120.92,1790925
2025-01-07,121.05,122.86,119.4,121.91,1795887
2025-01-08,122.14,124.32,120.84,122.77,1540711
2025-01-09,123.07,124.9,122.25,123.1,1519728
2025-01-10,123.44,125.48,122.18,123.9,1486469
2025-01-13,124.24,125.89,122.61,124.9,1441655
2025-01-14,125.21,126.56,123.42,125.27,1386188
2025-01-15,125.52,127.55,123.8,125.82,1321137
2025-01-16,125.96,128.58,124.55,126.84,1247720
2025-01-17,126.87,128.64,125.92,127.33,1167285
2025-01-20,127.25,128.59,126.12,127.63,1081291
2025-01-21,127.44,130.08,125.9,128.52,991281
2025-01-22,128.24,130.95,126.47,129.15,898864
2025-01-23,128.82,130.85,127.05,129.28,920315
2025-01-24,128.93,130.88,127.41,129.9,1038600
2025-01-27,129.57,131.92,128.47,130.62,1154348
