Date,Open,High,Low,Close,Volume
2024-05-06,114.16,115.78,112.49,114.47,1731891
2024-05-07,114.12,116.01,112.8,115.04,1724637
2024-05-08,114.73,116.79,113.88,115.23,1704546
2024-05-09,114.99,116.95,113.76,115.15,1672134
2024-05-10,115.01,117.27,113.39,115.7,1628111
2024-05-13,115.67,117.16,113.88,116.19,1573365
2024-05-14,116.28,117.58,114.43,116.16,1261955
2024-05-15,116.35,118.33,114.91,116.59,1189087
2024-05-16,116.86,119.03,115.87,117.3,1109102
2024-05-17,117.63,118.92,116.3,117.4,1023451
2024-05-20,117.75,118.74,116.14,117.66,933674
2024-05-21,117.99,120.03,116.23,118.45,841374
2024-05-22,118.73,120.57,116.95,118.77,847806
2024-05-23,118.96,120.51,117.34,118.88,966209
2024-05-24,118.96,120.56,117.83,119.6,1082190
2024-05-27,119.56,121.45,118.6,120.13,1194142
2024-05-28,119.98,121.91,118.57,120.16,1300521
2024-05-29,119.91,122.41,118.2,120.68,1399869
2024-05-30,120.37,122.64,118.57,121.36,1490840
2024-05-31,121.01,122.41,119.38,121.41,1572217
2024-06-03,121.06,123.24,119.8,121.66,1642932
2024-06-04,121.36,124.16,120.54,122.36,1702085
2024-06-05,122.13,124.05,120.83,122.5,1748956
2024-06-06,122.38,123.43,120.72,122.49,1783016
2024-06-07,122.48,124.39,120.68,123.06,1803937
2024-06-10,123.17,125.08,121.47,123.33,1564595
2024-06-11,123.54,125.26,121.75,123.13,1559073
2024-06-12,123.41,124.7,122.5,123.44,1540661
2024-06-13,123.78,124.81,122.61,123.8,1509848
2024-06-14,124.15,125.74,121.94,123.51,1467318
2024-06-17,123.83,125.63,121.71,123.49,1413939
2024-06-18,123.75,125.37,122.0,123.83,1350745
2024-06-19,124.0,124.93,122.08,123.57,1278925
2024-06-20,123.63,124.97,122.16,123.22,1199804
2024-06-21,123.16,125.18,122.13,123.43,1114818
2024-06-24,123.26,124.98,121.77,123.24,1025497
2024-06-25,122.98,124.23,120.9,122.64,933438
2024-06-26,122.32,123.63,120.54,122.6,911721
2024-06-27,122.25,124.1,120.66,122.5,1030322
2024-06-28,122.16,123.96,120.58,121.77,1146718
2024-07-01,121.48,123.01,120.51,121.4,1259295
2024-07-02,121.19,122.23,119.83,121.33,1366500
2024-07-03,121.22,122.58,118.92,120.61,1466862
2024-07-04,120.62,122.38,118.13,119.93,1559018
2024-07-05,120.05,121.76,118.11,119.77,1394732
2024-07-08,119.99,121.23,117.85,119.17,1466918
2024-07-09,119.46,120.51,117.4,118.25,1527652
2024-07-10,118.59,120.2,116.67,117.91,1576188
2024-07-11,118.26,120.06,115.84,117.45,1611972
2024-07-12,117.77,119.28,114.64,116.44,1634649
2024-07-15,116.69,117.58,114.13,115.86,1644067
2024-07-16,116.01,117.39,114.09,115.52,1640282
2024-07-17,115.56,117.33,113.57,114.56,1623557
2024-07-18,114.49,116.19,112.63,113.74,1594355
2024-07-19,113.56,114.78,111.91,113.44,1553335
2024-07-22,113.17,114.24,110.89,112.66,1501339
2024-07-23,112.33,113.95,109.9,111.67,1439383
2024-07-24,111.32,113.12,109.78,111.31,1368635
2024-07-25,110.98,112.48,109.65,110.77,1290402
2024-07-26,110.49,111.36,108.78,109.75,1206109
2024-07-29,109.56,110.94,107.84,109.26,1117272
2024-07-30,109.17,110.94,107.24,108.96,1025483
2024-07-31,108.98,110.68,106.26,108.06,975625
2024-08-01,108.19,109.4,105.8,107.42,847396
2024-08-02,107.65,108.74,106.02,107.27,964178
2024-08-05,107.58,109.22,105.79,106.62,1077353
2024-08-06,106.97,108.76,104.58,105.89,1185358
2024-08-07,106.23,107.72,104.14,105.8,1286709
2024-08-08,106.11,106.96,103.67,105.47,1380028
2024-08-09,105.7,107.11,103.05,104.74,1464062
2024-08-12,104.88,106.66,103.24,104.62,1537703
2024-08-13,104.64,106.33,103.69,104.6,1600003
2024-08-14,104.51,105.7,102.84,104.02,1650195
2024-08-15,103.83,104.93,102.23,103.81,1687696
2024-08-16,103.53,105.67,101.74,104.03,1712126
2024-08-19,103.7,105.51,101.95,103.72,1723305
2024-08-20,103.37,104.9,101.88,103.42,1721263
2024-08-21,103.1,104.6,102.05,103.76,1706233
2024-08-22,103.49,105.2,102.45,103.79,1678653
2024-08-23,103.6,105.38,102.01,103.49,1639157
2024-08-26,103.41,105.5,101.67,103.82,1588564
2024-08-27,103.86,105.34,102.08,104.17,1527865
2024-08-28,104.32,105.44,102.4,103.98,1211212
2024-08-29,104.22,105.88,103.03,104.21,1133893
2024-08-30,104.53,106.59,103.62,104.81,1050319
2024-09-02,105.15,106.61,103.45,104.82,961995
2024-09-03,105.16,105.99,103.24,104.94,870504
2024-09-04,105.24,107.06,103.44,105.63,792524
2024-09-05,105.86,107.71,104.2,105.92,911434
2024-09-06,106.05,107.72,104.64,105.95,1028575
2024-09-09,105.96,107.77,105.13,106.61,1142320
2024-09-10,106.51,108.3,105.26,107.17,1251098
2024-09-11,106.96,108.86,105.34,107.2,1353415
2024-09-12,106.91,109.48,105.11,107.7,1447875
2024-09-13,107.36,109.89,105.64,108.44,1533209
2024-09-16,108.09,109.37,106.66,108.57,1608287
2024-09-17,108.24,110.29,107.27,108.85,1672141
2024-09-18,108.59,111.43,107.47,109.64,1723978
2024-09-19,109.47,111.6,107.94,109.93,1763190
2024-09-20,109.88,111.16,108.11,110.02,1789370
2024-09-23,110.08,111.85,108.31,110.7,1802311
2024-09-24,110.87,112.84,109.34,111.17,1555014
2024-09-25,111.43,113.21,110.01,111.13,1541688
2024-09-26,111.45,113.02,110.47,111.58,1515742
2024-09-27,111.93,112.97,110.5,112.16,1477784
2024-09-30,112.49,113.95,110.36,112.09,1428610
2024-10-01,112.38,114.17,110.44,112.24,1369190
2024-10-02,112.45,114.47,110.83,112.81,1300654
2024-10-03,112.92,114.04,111.56,112.8,1224274
2024-10-04,112.79,113.96,111.82,112.66,1141445
2024-10-07,112.53,114.76,111.22,113.08,1053662
2024-10-08,112.86,114.96,111.19,113.18,962499
2024-10-09,112.88,114.3,111.01,112.81,869580
2024-10-10,112.46,113.79,110.77,112.96,975442
2024-10-11,112.61,114.6,111.25,113.13,1092912
2024-10-14,112.82,114.61,111.76,112.66,1207200
2024-10-15,112.41,114.12,111.22,112.47,1316725
2024-10-16,112.32,113.74,110.74,112.63,1419982
2024-10-17,112.59,113.77,110.38,112.17,1515561
2024-10-18,112.25,113.93,109.91,111.65,1602175
2024-10-21,111.84,113.61,110.21,111.69,1431674
2024-10-22,111.96,113.37,110.27,111.31,1497067
2024-10-23,111.64,112.49,109.5,110.55,1550538
2024-10-24,110.9,112.38,108.86,110.35,1591454
2024-10-25,110.68,112.47,108.33,110.08,1619380
2024-10-28,110.36,112.0,107.42,109.2,1634083
2024-10-29,109.4,110.49,107.13,108.7,1635536
2024-10-30,108.79,109.98,107.31,108.49,1623920
2024-10-31,108.46,110.15,106.72,107.64,1599618
2024-11-01,107.5,109.27,105.47,106.85,1563213
2024-11-04,106.61,108.01,104.9,106.59,1515476
2024-11-05,106.29,107.15,104.09,105.89,1457354
2024-11-06,105.54,107.03,103.24,104.89,1389958
2024-11-07,104.55,106.34,103.2,104.5,1314541
2024-11-08,104.2,105.83,103.15,103.98,1232484
2024-11-11,103.75,104.82,101.67,102.92,1145270
2024-11-12,102.79,104.0,100.71,102.33,1054463
2024-11-13,102.31,104.01,100.18,101.98,961682
2024-11-14,102.07,103.84,99.29,101.01,1039422
2024-11-15,101.21,102.59,98.8,100.22,910192
2024-11-18,100.5,101.38,98.98,99.95,1024995
2024-11-19,100.28,101.79,98.07,99.2,1135241
2024-11-20,99.55,101.34,96.74,98.28,1239413
2024-11-21,98.61,100.23,96.23,98.0,1336089
2024-11-22,98.27,99.33,95.76,97.53,1423962
2024-11-25,97.71,98.93,95.08,96.61,1501864
2024-11-26,96.68,98.39,95.14,96.24,1568783
2024-11-27,96.2,97.96,95.05,96.04,1623877
2024-11-28,95.89,97.26,93.83,95.26,1666489
2024-11-29,95.01,95.91,93.05,94.78,1696157
2024-12-02,94.46,96.29,92.67,94.78,1712621
2024-12-03,94.43,96.23,92.65,94.27,1715827
2024-12-04,93.93,95.54,92.47,93.7,1705928
2024-12-05,93.41,94.83,92.56,93.79,1683281
2024-12-06,93.57,94.86,92.25,93.62,1648442
2024-12-09,93.5,95.21,91.41,93.07,1602158
2024-12-10,93.07,94.9,91.27,93.14,1545354
2024-12-11,93.25,94.65,91.56,93.29,1479120
2024-12-12,93.5,94.42,91.53,92.89,1157691
2024-12-13,93.18,94.71,91.98,92.87,1076432
2024-12-16,93.21,95.07,92.01,93.27,989814
2024-12-17,93.62,95.22,91.53,93.12,899391
2024-12-18,93.44,94.47,91.23,93.01,806778
2024-12-19,93.27,94.78,91.53,93.53,856378
2024-12-20,93.69,95.42,92.22,93.7,974421
2024-12-23,93.75,95.51,92.53,93.56,1089710
2024-12-24,93.5,95.4,92.44,94.06,1200650
2024-12-25,93.89,95.47,92.4,94.54,1305713
2024-12-26,94.28,96.01,92.52,94.47,1403461
2024-12-27,94.15,96.65,92.37,94.85,1492573
2024-12-30,94.5,97.14,92.93,95.54,1571861
2024-12-31,95.21,96.66,94.04,95.65,1640290
2025-01-01,95.36,97.14,94.44,95.87,1696995
2025-01-02,95.66,98.37,94.28,96.64,1741295
2025-01-03,96.54,98.73,94.84,96.98,1772701
2025-01-06,97.0,98.4,95.2,97.07,1790925
2025-01-07,97.2,98.72,95.55,97.77,1795887
2025-01-08,98.0,99.89,96.7,98.34,1540711
2025-01-09,98.64,100.44,97.56,98.38,1519728
2025-01-10,98.72,100.47,97.46,98.89,1486469
2025-01-13,99.23,100.59,97.6,99.6,1441655
2025-01-14,99.91,101.2,97.89,99.68,1386188
2025-01-15,99.93,101.67,98.21,99.94,1321137
2025-01-16,100.08,102.41,98.67,100.67,1247720
2025-01-17,100.7,102.18,99.75,100.87,1167285
2025-01-20,100.79,101.84,99.66,100.88,1081291
2025-01-21,100.69,103.04,99.15,101.48,991281
2025-01-22,101.2,103.62,99.43,101.82,898864
2025-01-23,101.49,103.23,99.72,101.66,920315
2025-01-24,101.31,102.97,99.79,101.99,1038600
2025-01-27,101.66,103.72,100.56,102.42,1154348
